# time    x    y    z
2010.0    0.0023446191730354515    0.0027008813776235557    -0.007347448302232636
2010.002737850787    -0.0007574565646778979    0.002423426312256086    -0.0008981471739798847
2010.0054757015744    -0.0018669938850378752    0.0007794633053339833    -0.006853936330723198
2010.0082135523614    -0.0004924942588901114    0.0019272095175576962    -0.0011476254148838402
2010.0109514031485    0.00012132186376146098    0.0009900724079912567    0.007190565868005229
2010.0136892539356    0.00018331762354632818    -0.0024901843692968924    0.0001248802015246782
2010.0164271047229    0.002093849288830909    0.0028452286614770467    0.004531053432939537
2010.01916495551    -0.002755797675229943    -0.0032389357021213446    0.005254852654555917
2010.021902806297    0.0008005212053417618    0.001977676932176821    -0.0023432242523062636
2010.024640657084    -0.0001978723118131708    0.0015091181281134238    0.002660229280581597
2010.0273785078714    -0.0025360190876969526    0.001959263349878152    0.005958035979675076
2010.0301163586585    0.0008422700477743331    -8.104701252547013e-05    -0.002159507793522532
2010.0328542094455    0.0008550539479774434    0.00263939525971733    0.005468849521715608
2010.0355920602328    -0.0008065990706686863    0.0032791096156351155    0.004853656091260371
2010.03832991102    -0.000892741137401539    -0.0008047992725433856    0.001394343147314295
2010.041067761807    -0.0010282455911666101    0.003704556742298504    -0.005077406440441536
2010.043805612594    -0.0015477340791641956    0.001993252030863686    0.010506280513953541
2010.0465434633813    -0.0010780035165671898    0.0011461538844725204    0.004247451299617451
2010.0492813141684    0.0003117551071431545    0.0025156497255555774    -8.175733166548995e-05
2010.0520191649555    0.00014067469001868957    0.0019680138440330993    -0.004356791774511611
2010.0547570157426    -0.0010449977720854604    0.0015374805376108496    -0.00232291943516797
2010.0574948665299    0.0018073515118874183    0.0030415453373615862    0.0023485574151812906
2010.060232717317    -0.002497723442229324    0.0018437004209461941    0.009720695800710284
2010.062970568104    0.0019009453781096786    0.0006083641744179    -0.003593065615066636
2010.065708418891    -0.0007354382402772362    0.0027334288766844047    -0.0019087739123792894
2010.0684462696784    -0.0008367729907554668    0.001144241650283055    0.005807961517043493
2010.0711841204654    0.0006990271655342658    0.004303637085798907    0.0011005972998775853
2010.0739219712525    -0.002033605777483798    0.005015189070868506    -0.0015802307196891166
2010.0766598220398    -0.002470463903454122    0.003974689446698932    -0.001299464457248328
2010.0793976728269    -0.0037314301757030593    0.00593997948711991    0.0009638838528982957
2010.082135523614    0.00016693869545402113    0.003147253180488354    0.006178564726576291
2010.084873374401    -0.004919402473913048    0.005251013776295105    -0.005912026218361811
