# time    x    y    z
2010.0    0.0021137714192788854    -0.0026108089825105187    -0.0017771325838254126
2010.002737850787    -0.0019306007573228515    -0.0023082026184838137    0.004207516007734439
2010.0054757015744    0.000153403157834678    -0.00025121470727549445    0.0015750981006138996
2010.0082135523614    0.00031628960562085553    -0.0024282285209603766    0.004563182858327029
2010.0109514031485    -0.0006515003593766504    0.0004956827599558755    -0.0016411502013536096
2010.0136892539356    -0.00047805372989650065    -0.0025242577672832155    0.002759848200972553
2010.0164271047229    -0.0013879724270886911    -0.001111510876105402    -0.0019071934431720164
2010.01916495551    -0.0024258875366619135    8.195816676057326e-05    0.007124570925480224
2010.021902806297    3.83352544009503e-05    -0.00181112743798952    -0.0029277328086671564
2010.024640657084    0.000976772633535854    -0.0023624013968806014    0.014769375197112728
2010.0273785078714    -0.0008962934105998571    0.0017891391034053376    -0.004161260324538486
2010.0301163586585    -0.0014800199378074445    0.0004881187601866381    0.005850454105860917
2010.0328542094455    0.0001353355665126185    -0.0008348648401940251    0.006504538329884825
2010.0355920602328    -0.002168786632580852    -0.0008570864590341739    0.001990206596262437
2010.03832991102    -0.0005712241943571241    -0.0010632368507397533    -0.006200227998725741
2010.041067761807    -0.0010449970281695103    -0.003538119028955125    0.002147631863018244
2010.043805612594    -0.0023596357793225532    -0.0037708662879464847    -0.005986751087868946
2010.0465434633813    0.002116860700435823    -3.6478563614257315e-05    0.007638869090190855
2010.0492813141684    -0.0019234388205251396    -0.0017759036664821487    -0.0006542884432519682
2010.0520191649555    6.145059417610372e-05    -0.0017887842608139636    0.00025420476056565517
2010.0547570157426    0.0005521214935644315    0.000734256966618002    -0.0039433357786725414
2010.0574948665299    -0.000864997416734065    0.0016251882032441696    -0.007492155506931978
2010.060232717317    0.0007859598463537633    -0.0019292985160174294    0.0048842393308521515
2010.062970568104    -0.0033313406007647694    -0.0014549285940900754    -0.0008197790557739127
2010.065708418891    -0.0014068758074690826    -0.0015597296257649986    0.0018376908003228936
2010.0684462696784    -0.0013973423210159861    0.0007128594175524223    0.002236952108127203
